"";"X1";"descripcio";"tipusHabitatge";"poble";"parroquia";"dataAnunci";"m2";"numHabitacions";"tipusOferta";"numVisites";"preu";"pm2"
"111";113;"Lloguer 73 m2 - 2 hab. Pis de 73 m2. en lloguer a Andorra la Vella.Distribució: Saló-menjador, cuina, 2 habitacions dobles, una d'elles tipus suite amb vestidor, 2 banys complerts, un amb plat de dutxa i l'altra amb banyera.Plaça d'aparcament opcionalSituat en ple centre, al costat de tots els serveis";"Pis";"erts";"andorra la vella";"+ DE 1 MES";73;2;"Lloguer";170;1275;17,4657534246575
"112";114;"Lloguer 74 m2 - 1 hab. Pis molt cèntric en lloguer a Andorra la Vella74.33 m2 distribuits en:Rebedor, saló-menjador, cuina oberta, 1 habitacions, 1 bany amb banyeraPlaça d'aparcament doble, opcional";"Pis";"andorra la vella";"andorra la vella";"+ DE 1 MES";74;1;"Lloguer";197;900;12,1621621621622
"113";115;"Lloguer 550 m2 - 3 hab. Expectacular Xalet: 550 m2, jardi amb rec auto matic, salo, menjador, cuina independent ,3 habitacions dobles amb possiblitat de fer-ne una quarta, 4 banys, fantàstica bodega, expectacular celler, ascensor interior, garatge amb capacitat per a 5 vehicles, vistes panoràmiques. Construit amb material d'alta qualitat.";"Casa/Xalet/Unifamiliar";"andorra la vella";"andorra la vella";"+ DE 1 MES";550;3;"Lloguer";394;5900;10,7272727272727
"114";116;"Lloguer 150 m2 - 3 hab. Àtic dúplex situat al centre d'Andorra la vella, a 300 m. del principal eix comercial i del Centre Comercial Illa Carlemany.150,34 m2 de vivenda distribuïts en dues plantes:Rebedor distribuïdor amb un gran armari encastat.Planta baixa dúplex :  2 habitacions dobles, una d'elles suite, 2 banys complerts, cuina tancada amb zona d'office, equipada placa vitroceràmica, campana extractora i forn i gran saló menjador.Planta altell : Gran sala per habitació, sala de jocs despatx i amb un bany amb plat de dutxaPossibilitat de plaça d'aparcament apart. El pis és tot exterior i amb armaris encastats.";"Pis";"erts";"andorra la vella";"+ DE 1 MES";150;3;"Lloguer";322;1250;8,33333333333333
"115";117;"Lloguer 92 m2 - 2 hab. Pis molt cèntric en lloguer a Andorra la Vella.92,45 m2 distribuïts en:Rebedor, Saló-menjador, cuina independent amb safareig, 2 habitacions (una d'elles tipus suite) 2 banys amb banyeraPlaça d'aparcament opcional";"Pis";"andorra la vella";"andorra la vella";"+ DE 1 MES";92;2;"Lloguer";158;1017;11,054347826087
"116";118;"Lloguer 154 m2 - 3 hab. Pis en lloguer a Escaldes-Engordany situat 154 m² , 2dormitoris dobles, un es suitte, 2 banys complets, un aseo,cuina office, Saló manjador amb sortida a terrassa/balcó.2 Plaçes aparcament, 1 traster";"Pis";"escaldes";"escaldes";"07/11/2019";154;3;"Lloguer";44;2500;16,2337662337662
"117";119;"""Lloguer 95 m2 - 3 hab. Pis per llogar a Escaldes-Engordany molt a prop del Centre termolúdic de Caldea. El pis està completament reformat, disposa de 3 dormitoris amb armaris encastats, 2 banys amb plat de dutxa, ampli saló menjador i cuina  oberta. """"Completament exterior, a tan sol 300 metres de Caldea"""". Per a més informació visiti la nostra web: www.expofinques.ad o bé truqui al: +376 88 70 88.""";"Pis";"escaldes";"escaldes";"06/11/2019";95;3;"Lloguer";28;1100;11,5789473684211
"118";120;"Lloguer 110 m2 - 3 hab. Este recientemente renovado apartamento de 110 m2 en alquiler, se encuentra en una situación muy céntrica de Escaldes, en una calle paralela a la Avenida Carlemany, muy próximo a Caldea y a todos los comercios de Vivand, una de las zonas más dinámicas del Principado de Andorra. El piso dispone, en su parte de día, de un amplio y luminoso salón-comedor con una majestuosa chimenea y salida a una coqueta terraza, una cocina cerrada, totalmente equipada, con múltiples espacios de trabajo en mármol y un área de lavandería con sitio para lavadora y secadora. En la parte noche, encontramos una habitación doble de tipo suite con armarios empotrados y un baño completo con bañera. Además hay otra habitación doble y una habitación individual con armario empotrados, y un baño completo con ducha a la italiana. A notar que todas las estancias son exteriores. Los acabados son de muy alta calidad con suelos de parquet en todas las habitaciones excepto en la cocina y los baños donde tenemos baldosas de gres y cerámica, y el piso dispone de una plaza de aparcamiento en el mismo edificio. Este bonito y confortable apartamento en alquiler en el centro de Escaldes es perfecto para quien busca un máximo de tranquilidad y de comodidad en casa, a pesar de estar en medio de una de las zonas más apreciadas y concurridas de Andorra.";"Pis";"escaldes";"escaldes";"06/11/2019";110;3;"Lloguer";1131;1300;11,8181818181818
"119";121;"Lloguer 88 m2 - 2 hab. Pis en lloguer a Engolasters, amb 88m²,ampli saló menjador amb vistes panoràmiques i grans finestrals, cuina independent totalment equipada, 2 dormitoris dobles, 1 bany complet i 1 aseo.Plaça de garatge i despeses incloses ( Calefacció, aigua i llum). NO S'ADMETEN ANIMALS. - NO ES PERMETEN ANIMALS";"Pis";"escaldes";"escaldes";"05/11/2019";88;2;"Lloguer";29;900;10,2272727272727
"120";122;"Lloguer 40 m2 - 1 hab. Es lloga pis de 40 m2 molt asolejat i amb vistes agradables a les Teulades. Consta d'una habitació, bany salo-menjador amb cuina americana. Disposa de garatge al mateix edifici.S'accepten mascotes.Preu 700 € més 50 € a compte de despeses.";"Pis";"escaldes";"escaldes";"05/11/2019";40;1;"Lloguer";1109;750;18,75
"121";123;"Lloguer 110 m2 - 3 hab. Pis en lloguer a Escaldes-Engordany, situat molt a prop de l'Hospital, 100m² distribuïts en 4 dormitoris dobles amb armaris encastats, 2 banys complets amb plat de dutxa, cuina independent ofice, safareig i saló menjador.  Totalment reformat.";"Pis";"escaldes";"escaldes";"04/11/2019";110;3;"Lloguer";370;1200;10,9090909090909
"122";124;"Lloguer 88 m2 - 3 hab. Pis en lloguer reformat situat a l'entrada d'Engolasters, 88m² aproximadament distribuïts en 3 dormitoris, bany complet, lavabo, cuina independent i saló menjador amb sortida al balcó. Plaça d'aparcament per 2 cotxes petits. Sol i vistes.";"Pis";"escaldes";"escaldes";"04/11/2019";88;3;"Lloguer";563;950;10,7954545454545
"123";125;"Lloguer 88 m2 - 2 hab. Pis en lloguer a Engolasters, amb 88m²,ampli saló menjador amb vistes panoràmiques i grans finestrals, cuina independent totalment equipada, 2 dormitoris dobles, 1 bany complet i 1 aseo.Plaça de garatge i despeses incloses ( Calefacció, aigua i llum). NO S'ADMETEN ANIMALS. - NO ES PERMETEN ANIMALS";"Pis";"escaldes";"escaldes";"04/11/2019";88;2;"Lloguer";544;900;10,2272727272727
"124";126;"Lloguer 90 m2 - 3 hab. Piso a cinco minutos de Escaldes. ~ Dispone de tres habitaciones, repartidas de la siguiente manera: una habitación dobles y dos simples con armarios empotrados.~ Tiene un baño completo con ducha y un baño de cortesía, cocina independiente y un balcón.~ Incluye una plaza de parking con capacidad para dos vehículos pequeños.~ Vistas a la montaña, al rió y también al centro de Escaldes.~ Esta propiedad admite una mascota de tamaño pequeño.~ 50€ de a cuenta de calefacción. ~ ~ ~ ~";"Pis";"escaldes";"escaldes";"01/11/2019";90;3;"Lloguer";428;950;10,5555555555556
"125";127;"Lloguer 100 m2 - 3 hab. Edifici reformat a Escaldes, céntric i a prop de tots els serveis, amb espais molt amplis i ben acabats.El pis consta d’uns 100m2 distribuïts en ampli saló menjador i cuina exterior independent, 3 habitacions, 2 d’aquestes dobles i 1 d’individuals, totes disposen d’armaris encastats, 2 banys complets.No disposa de plaça d' aparcament. Próxim a aparcaments comunals.Consulti’ns per a més informació.";"Pis";"escaldes";"escaldes";"31/10/2019";100;3;"Lloguer";645;1100;11
"126";128;"Lloguer 120 m2 - 3 hab.  Fantàstic pis de 3 habitacions en lloguer a la parròquia d'Escaldes Engordany. Molt a prop de serveis com l'Hospital, entitats bancàries i centres comercials. A dos minuts de l'eix comercial del país. Aquest apartament està distribuït de la següent manera: 4 habitacions, 2 dobles i 2 individuals amb armaris encastats totes elles (interiors). 2 banys complets amb plat de dutxa. Cuina tancada amb armaris alts i baixos, vitroceràmica, forn i extracció. Saló menjador ample i lluminós. Gaudeix de zona safareig. Consums a gasoil: previsió de 100 euros mensuals.";"Pis";"escaldes";"escaldes";"29/10/2019";120;3;"Lloguer";277;1100;9,16666666666667
"127";129;"Lloguer 115 m2 - 3 hab. Pis per llogar al centre d?Escaldes totalment reformat, ubicat en una zona privilegiada per accedir a tots els serveis caminant. Consta de 4 habitacions, 2 d'elles dobles, 1 d'elles exteriors, totes elles amb armaris encastats, 2 banys, disposa d'una cuina office, gran saló menjador 30m². Molt cèntric i reformat. Per a més informació visiti la pàgina web: www.expofinques.ad o truqueu al telèfon +376887088.";"Pis";"escaldes";"escaldes";"29/10/2019";115;3;"Lloguer";611;1200;10,4347826086957
"128";130;"Lloguer 115 m2 - 3 hab. Pis molt lluminós recentment reformat molt asolellat i amb vistes a la vall.Consta de: gran saló-menjador amb accés a balco i sol tot el dia, cuina oberta totalment equipada, 3 habitacions amb armaris encastats, 2 banys i traster. No disposa d'aparcament pero hi han facilitats comunals molt a prop. Es toleren mascotes.No dubteu en trucar al +376 863 300 per mes informació o concertar una visita.";"Pis";"escaldes";"escaldes";"28/10/2019";115;3;"Lloguer";234;1100;9,56521739130435
"129";131;"Lloguer 80 m2 - 2 hab. Pis en zona residencial, 2 habitacions, 1 bany complert, 1 aseo de cortesia, sasló-menjador amb vistes panoramiques.Parking inclós.Despeses de calefacció  i llum i aigua.incloses.";"Pis";"escaldes";"escaldes";"25/10/2019";80;2;"Lloguer";192;900;11,25
"130";132;"Lloguer 132 m2 - 3 hab. Sensacional apartament totalment moblat asolellat i amb vistes a la vall d'Andorra La Vella. Esta ubicat en zona residencial tranquila, en planta alta, de gran qualitat a pocs minuts del centre de la ciutat.Consta de: 3 habitacions dobles, 3 banys, cuina independent totalment equipada,  aparcament i gran traster. S'admeten mascotes.No dubteu en trucar al +376 863 300 per mes informació o concertar una visita.";"NaN";"andorra la vella";"andorra la vella";"24/10/2019";132;3;"Lloguer";230;1500;11,3636363636364
"131";133;"Lloguer 90 m2 - 2 hab. Pis semi nou situat a la zona residencial dels Vilars.Consta de: 2 dormitoris dobles amb armaris encastats, 1 bany complert amb banyera, cuina independent semi-equipada, ampli saló menjador molt lluminós i assolellat. Tot exterior, Plaça d´aparcament opcional per 75Â€ al mateix edifici.Mascotes negociables.No dubteu en trucar al +376 863 300 per mes informació o concertar una visita.";"Pis";"vila";"escaldes";"24/10/2019";90;2;"Lloguer";311;875;9,72222222222222
"132";134;"Lloguer 117 m2 - 3 hab. Moderna propiedad en alquiler en la zona residencial de Els Vilars, Escaldes-Engordany, de arquitectura totalmente contemporánea e integrada en un magnífico entorno natural.   Se trata de una de las zonas más exclusivas del país, rodeada de casas familiares y unifamiliares, un lugar tranquilo y con mucha privacidad.   La propiedad cuenta con gran salón comedor, cocina tipo office equipada con electrodomésticos de última generación y elegantes acabados, área de servicio de lavandería, una bodega y una terraza con vistas al valle.  El piso también dispone de un baño de cortesía y tres habitaciones, una de ellas una suite con baño privado.  Cabe destacar que el edificio tiene certificado de eficiencia energética (A), fachadas con revestimiento de pizarra gris y aislamiento efectivo, baños completos de la exclusiva casa Roca, calefacción de suelo radiante alimentada por sistema de aerotermia de última generación, sistema de seguridad a través de circuito, trastero particular y dos plazas de parking.  Este estupendo inmueble para comprar en Escaldes-Engordany cuenta además con sistema domótico con pantalla de control en el comedor o en la entrada de la vivienda. Un total de 117,3 m² con lo último en tecnología para el hogar.  El conjunto residencial cuenta, además, con zona de jardines y área wellness.   Completamente exterior, esta propiedad tiene luz natural todo el día y vistas únicas al valle de Escaldes-Engordany y Andorra la Vella.  Una gran oportunidad.  Más información en www.finques3cases.com Más información en www.domandorra.ru   ANDORRA RENT PROPERTIES – FINQUES 3 CASES ANDORRA";"Pis";"vila";"escaldes";"23/10/2019";117;3;"Lloguer";194;2500;21,3675213675214
"133";135;"Lloguer 160 m2 - 3 hab. Fabuloso apartamento de lujo para alquilar,situado en la exclusiva zona residencial de Can Diumenge, en Escaldes-Engordany.~ Muy bien situado, ya que se encuentra a pocos minutos de Caldea y de todos los servicios. Cuenta con 150 m2, distribuidos de la siguiente manera:~ Gran salón comedor con chimenea, acceso a una terraza y 3 balcones diferentes bonita cocina totalmente equipada con electrodomésticos De Dietrich, y con acceso a la terraza trasera.~ Dispone de 1 dormitorio suite (dormitorio principal) con vestidor y baño con ducha parcialmente visible desde el dormitorio dos dormitorios dobles y un baño completo. ~ Todos sus dormitorios disponen de armarios empotrados y acceso a terraza. ~ Incorporando las mejores tecnologías para hacerla auto suficiente, domotica, calefacción por suelo radiante y suministro de energía eléctrica gracias a unos paneles solares completamente dedicados a esta propiedad.~ También dispone de un box cerrado de 40 m2 en el mismo edificio. ~ Este apartamento se encuentra orientado hacia el sur, disfrutando de sol durante todo el día,con unas fantásticas vistas panorámicas.~";"NaN";"pal";"escaldes";"22/10/2019";160;3;"Lloguer";87;4000;25
"134";136;"Lloguer 90 m2 - 2 hab. Piso para alquilar de dos dormitorios.~ En este piso se puede disfrutar de sol durante todo el día y maravillosas vistas.~ Dispone de un salón con vista a las montañas, cocina equipada.~ Incluye plaza de aparcamiento y calefacción, existe la opción de otra plaza opcional por 70 €.~ Disponen de una zona común con lavadoras y secadoras.";"Pis";"escaldes";"escaldes";"19/10/2019";90;2;"Lloguer";459;900;10
"135";137;"Lloguer 164 m2 - 3 hab. Atic dúplex a Escaldes de 164m2. Saló menjador amb access a terrassa gran,  cuina office independent , zona safareif, 3 habitacions dobles, 2 son suites, 3 banys, pàrquing i traster. Sol i vistes magnífiques. No s'admeten animals.";"NaN";"escaldes";"escaldes";"18/10/2019";164;3;"Lloguer";267;1100;6,70731707317073
"136";138;"Lloguer 130 m2 - 4 hab. Pis semi nou en lloguer situat al centre d'Escaldes-Engordany, 132m² distribuïts en 4 dormitoris (suite més 3 dobles), 2 banys complets, cuina independent totalment equipada (forn, vitro, combi, rentadora i secadora), safareig i saló menjador.  Plaça d'aparcament inclosa. Tots els serveis al voltant.Disponible finals d' octubre 2019 - NO ES PERMETEN ANIMALS";"Pis";"escaldes";"escaldes";"17/10/2019";130;4;"Lloguer";262;1300;10
"137";139;"Lloguer 65 m2 - 2 hab. OPORTUNITAT EN LLOGUER: Pis NOU A ESTRENAR, consta de dos dormitoris dobles, bany complet amb plat de dutxa i mampara. Saló menjador amb cuina oberta. Parquet i acabats de bona qualitat. Impressionants vistes a la vall i a Caldea.   És una quarta planta sense ascensor. Edifici només de 3 veïns.  Lluminós i ubicat en zona molt tranquil·la a 5 minuts del centre d'Escaldes. (carrer del Pui) Possibilitat de llogar en el mateix edifici un box tancat. Accepten animals segons condicions.";"Pis";"escaldes";"escaldes";"16/10/2019";65;2;"Lloguer";696;950;14,6153846153846
"138";140;"Lloguer 65 m2 - 2 hab. OPORTUNITAT EN LLOGUER: Pis NOU A ESTRENAR, consta de dos dormitoris dobles, bany complet amb plat de dutxa i mampara. Saló menjador amb cuina oberta. Parquet i acabats de bona qualitat. És una tercera planta sense ascensor. Edifici només de 3 veïns.  Lluminós i ubicat en zona molt tranquil·la a 5 minuts del centre d'Escaldes. (carrer del Pui) Possibilitat de llogar en el mateix edifici un box tancat. Accepten animals segons condicions.";"Pis";"escaldes";"escaldes";"16/10/2019";65;2;"Lloguer";651;890;13,6923076923077
"139";141;"Lloguer 75 m2 - 2 hab. Pis de lloguer a Escaldes-Endordany, 75m² distribuïts en saló menjador amb sortida a terrassa, cuina tancada i equipada, 2 dormitoris dobles amb armaris encastats, 1 bany amb banyera. Totalment exterior i assolellat. Pàrquing opcional a 75Â€ i traster opcional a 20Â€. No s'admeten animals. - NO ES PERMETEN ANIMALS";"Pis";"escaldes";"escaldes";"15/10/2019";75;2;"Lloguer";199;875;11,6666666666667
"140";142;"Lloguer 112 m2 - 3 hab. Pis en lloguer a Escaldes-Engordany, semi nou, 108m² distribuïts en 3 dormitoris dobles amb armaris (1 suite), cuina semi oberta, 2 banys complets (banyera i dutxa) i ampli saló menjador.  Plaça d'aparcament i traster inclosos al preu.  Bons acabats i bona situació. - NO ES PERMETEN ANIMALS";"Pis";"escaldes";"escaldes";"14/10/2019";112;3;"Lloguer";682;1235;11,0267857142857
"141";143;"Lloguer 65 m2 - 2 hab. Pis en lloguer a Escaldes reformat, rebedor, cuina oberta, ampli saló menjador amb balcó, 2 habitacions dobles, 1 bany.  Possibilitat de llogar moblat a 1.000Â€.Aparcament opcional per la zona.";"Pis";"escaldes";"escaldes";"14/10/2019";65;2;"Lloguer";709;900;13,8461538461538
"142";144;"Lloguer 79 m2 - 2 hab. Magnific pis totalment moblat ubicat en zona residencial tranquila a la part alta d'Escaldes tot exterior, lluminós i asolellat.Consta de: rebedor, 2 habitacions dobles, saló-menjador amb accés a terrassa i vistes immillorables, 1 bany amb banyera, cuina totalment equipada, safareig, gran plaça d'aparcament i petit traster. Mascotes negociables.No dubteu en trucar al +376 863 300 per mes informació o concertar visita.";"Pis";"escaldes";"escaldes";"11/10/2019";79;2;"Lloguer";392;800;10,126582278481
"143";145;"Lloguer 90 m2 - 2 hab. Piso para alquilar de dos dormitorios amueblados y con vistas.~ En este piso se puede disfrutar de sol durante todo el día y maravillosas vistas.~ Dispone de un salón con vista a las montañas, cocina equipada.~ Incluye plaza de aparcamiento y calefacción, existe la opción de otra plaza opcional por 70 €.~ Disponen de una zona común con lavadoras y secadoras.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";90;2;"Lloguer";589;900;10
"144";146;"Lloguer 85 m2 - 3 hab. Pis amb vistes, llum i sol situat a Escaldes. Recentment reformat. Consta de gran saló-menjador amb accés a balco i sol tot el dia, cuina oberta totalment equipada amb electrodomèstics, 3 habitacions amb armaris encastats i traster molt gran.No disposa d'aparcament pero hi han facilitats comunals molt a prop.Calefacció elèctrica.S'acepten mascotes.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";85;3;"Lloguer";445;1100;12,9411764705882
"145";147;"Lloguer 120 m2 - 4 hab. Pis totalment reformat situat al costat de les escoles, 120m2 distribuïts en 4 habitacions amb armaris encastats, 2 banys amb dutxa, gran saló-menjador, cuina tancada i equipada i quartet de bugada. Sense plaça d'aparcament.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";120;4;"Lloguer";471;1200;10
"146";148;"Lloguer 120 m2 - 3 hab. Magnífic pis de lloguer situat a la parròquia d'Escaldes. Molt a prop de serveis sanitaris, escoles, zones d'oci i entitats financeres. Pis totalment exterior. L'apartament gaudeix de 120 m² distribuïts de la següent manera: A la zona de dia, trobem un increïble saló menjador assolellat amb vistes. Cuina oberta amb mobles alts i baixos, vitroceràmica, extracció i forn. A la zona de nit, trobem 3 habitacions, dues dobles i una individual, totes elles exteriors amb armaris. Dos banys complets amb plat de dutxa (un amb rentadora inclòs).Finalment, gaudeix d'un traster situat a les golfes. Edifici amb ascensor i finestres de doble vidre. Consums elèctrics.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";120;3;"Lloguer";488;1100;9,16666666666667
"147";149;"Lloguer 100 m2 - 3 hab. Al centre d'Escaldes, en una zona tranquil·la, propera a serveis i centres escolars. Trobem aquest pis ideal per a famílies, distribuït en 3 habitacions àmplies amb armaris encastats, 2 banys complets amb dutxa, un d'ells, equipat amb rentadora, cuina americana i equipada amb nevera, forn, campana i vitro, espaiós menjador amb finestrals i vistes fascinants, podem gaudir d'un dels edificis icones d'Andorra, Caldea. Disposa d'un traster.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";100;3;"Lloguer";514;1100;11
"148";150;"Lloguer 82 m2 - 2 hab. Bonic pis de dues habitacions moblat a pocs minuts del centre d'Escaldes. Dues habitacions exteriors amb armaris encastats cada un, un bany complet amb plat de dutxa, zona de safareig, cuina oberta i equipada i saló menjador ampli amb unes vistes immillorables. No s'accepten animals.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";82;2;"Lloguer";263;1000;12,1951219512195
"149";151;"Lloguer 110 m2 - 3 hab. Pis cèntric d'alt standing a Escaldes Engordany. Concretament a la zona VIVAND. Aquest pis gaudeix de 110 m2 distribuïts en 3 habitacions ( un estil suite). 2 banys complets amb plat de dutxa. Cuina tancada amb mobles alts i baixos, electrodomèstics panel.lats, vitroceràmica, etc. Cuina magnifica pels amants de l'art culinari. Tanmateix, disposa d'un menjador gran i assolellat amb finestres VELUX. Tot l'apartament és exterior. Qualitats immillorables. Reforma de qualitat. Consums a gasoil: previsió de 100€ mensuals.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";110;3;"Lloguer";400;1700;15,4545454545455
"150";152;"Lloguer 140 m2 - 4 hab. Amb tots els serveis al costat, consta de 140m² distribuïts en diferents ambients. Reformada recentment, inclou bomba aire calent-fred, cablejat de xarxa, internet independent, sistema de seguretat-incendis, comptador independent i bany de cortesia.Possibilitat de places d’aparcament comunal i privat a 50 metres.";"NaN";"escaldes";"escaldes";"+ DE 1 MES";140;4;"Lloguer";382;1590;11,3571428571429
"151";153;"Lloguer 120 m2 - 3 hab. Pis de tres habitacions dobles amb armaris encastats, dos banys amb plat de dutxa, cuina oberta, ampli saló menjador molt lluminós. Calefacció elèctrica. Traster inclòs.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";120;3;"Lloguer";250;1100;9,16666666666667
"152";154;"Lloguer 80 m2 - 2 hab. Pis completament reformat a pocs metres del centre d'Escaldes! Consta de dues habitacions dobles amb armaris encastats, un bany complet amb plat de dutxa, zona de bugaderia, cuina oberta, ampli saló menjador amb vistes i sol. No s'accepten animals.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";80;2;"Lloguer";911;900;11,25
"153";155;"Lloguer 180 m2 - 3 hab. Pis de lloguer de 3Hab, una en suite,2 banys, exterior amb unes vistes immillorables, sol tot el dia. Cuina independent molt gran amb accés a la terrassa,saló menjador amb llar de foc, terrasssa d'uns 10 m2Plaça de garatge inclosaNo accepten animals.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";180;3;"Lloguer";689;1700;9,44444444444444
"154";156;"Lloguer 150 m2 - 2 hab. ATICO EN ESCALDES CON MUEBLES Y VISTAS~ Bonito ático en alquiler, situado en Escaldes-Engordany,muy bien situado por su proximidad de todos los servicios.~ Esta céntrica propiedad consta de un gran salón,amueblado y con fantásticas vistas, un amplio y acogedor dormitorio principal con chimenea, despacho / tocador y zona de vestuario.Un segundo dormitorio doble y dos baños, uno de ellos con bañera de hidromasaje,el otro con ducha, fantástica y moderna cocina totalmente equipada, también dispone de una pequeña habitación que se puede hacer servir como despacho.~ Todas sus estancias son exteriores,su buena orientación permite que aquesta propiedad disfrute del sol prácticamente durante todo el día.~ No dispone de garaje.Posibilidad de alquilar plazas de párquing a pocos metros del edificio. ~ Disponible a partir del día 1 de Diciembre.";"NaN";"pal";"escaldes";"+ DE 1 MES";150;2;"Lloguer";479;1300;8,66666666666667
"155";157;"Lloguer 124 m2 - 4 hab. Fantástico piso de diseño en alquiler ubicado en el centro de Escaldes-Engordany.  Dispone de una gran oferta de servicios cerca, una localización idónea y cerca de las principales avenidas y con los medios de transporte al alcance. El inmueble consta de un total de 124,23 m² y cabe destacar la decoración y los acabados de calidad que encontramos.  La zona de día se compone por un amplio salón comedor con salida a un soleado balcón. La cocina esta totalmente equipada y es de diseño. Dispone de puertas acristaladas y corredizas para dar la opción a cerrarla.  La zona de descanso se distribuye en cuatro habitaciones de las cuales dos de ellas son suites.Dispone  de un total de tres baños y una zona para lavandería o almacenaje.  El inmueble es muy luminoso y se alquila totalmente amueblado.  En el mismo edificio dispone de servicio de una plaza doble de estacionamiento.  Más información en www.finques3cases.com Más información en www.domandorra.ru   ANDORRA RENT PROPERTIES – FINQUES 3 CASES ANDORRA";"Pis";"pal";"escaldes";"+ DE 1 MES";124;4;"Lloguer";852;2000;16,1290322580645
"156";158;"Lloguer 130 m2 - 3 hab. Assolellat pis de 115 m2 + 15 m2 de terrassa a Escaldes-Engordany. Aquest preciós pis disposa d’un saló-menjador amb accés a la terrassa de 15 m2 on gaudir de les meravelloses vistes de la Vall, una cuina equipada i 3 habitacions dobles que comparteixen 2 banys complets. Al preu s’inclou una plaça doble d’aparcament al mateix edifici. 120€ a compte de despeses (revisables a finals d’any) i els animals no estan permesos.  DISPONIBLE A PARTIR DE L'1 DE SETEMBRE DE 2019. NO PER LLOGUER DE TEMPORADA.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";130;3;"Lloguer";995;1350;10,3846153846154
"157";159;"Lloguer 153 m2 - 3 hab. Fantástico piso en urbanización de lujo en Escaldes~Fantástico piso para alquilar,nuevo a estrenar,situado en zona residencial tranquila, con amplios espacios ajardinados comunes, a 5 minutos en coche del centro urbano y 20 caminando .~De nueva construcción y de estilo moderno.~Con 148m2 habitables,se distribuye de la siguiente manera:~Amplio recibidor.~Espacioso salón comedor con chimenea y suelos de parquet,con acceso a una bonita terraza desde donde podrá difrutar de unas fantásticas vistas panorámicas.~Amplia cocina independiente equipada con electrodomésticos de alta gama.~3 dormitorios dobles,de los cuales 2 en suite,1 de ellas con un bonito y practico vestidor,todos con armarios empotrados.~3 baños completos,2 con ducha hidromasaje y 1 con bañera hidromasaje.~Con acabados de primera calidad.Todas sus estáncias són exteriores.~Doble sistema de calefacción,gasoil y bomba de aire frio y caliente.~Incluye 1 box cerrado para 3 vehiculos.~No se admiten animales~";"Pis";"escaldes";"escaldes";"+ DE 1 MES";153;3;"Lloguer";201;3500;22,8758169934641
"158";160;"Lloguer 150 m2 - 2 hab. Singular Àtic en lloguer situat al cor d'Escaldes-Engordany. Escaldes-Engordany és la segona parròquia més poblada del Principat d'Andorra. Des dels anys 30 Escaldes-Engordany ha anat creixent a passos de gegant. Aquesta localitat sempre ha estat vinculada estretament amb l'aprofitament de l'aigua termal, ja que alberga els primers hotels balnearis del país, així com Caldea, el centre termolúdic més important del país, també trobem una de les principals zones comercials del país centralitzada principalment en l'Avinguda Carlemany. Aquesta cèntrica propietat consta d'un Gran Saló moblat i amb fantàstiques vistes, un ampli i acollidor dormitori principal amb llar de foc, despatx / tocador i zona de vestuari i un altre dormitori doble, dos banys, un d'ells amb banyera d'hidromassatge i l'altre amb dutxa, fantàstica i moderna cuina totalment equipada, també disposa d'una petita habitació que es pot fer servir com a despatx. Totes les estades d'aquesta propietat són exteriors, això unit a la seva bona orientació permet que aquesta propietat gaudeixi del sol pràcticament durant tot el dia. No inclou garatge. Hi ha la possibilitat de llogar places de pàrquing a pocs metres de l'edifici.";"NaN";"pal";"escaldes";"+ DE 1 MES";150;2;"Lloguer";559;1300;8,66666666666667
"159";161;"Lloguer 85 m2 - 2 hab. Es lloguen 2 pisos a Escaldes: 2 habitacions, 1 banys gran, cuina amplia (en un pis cuina oberta i a l'altre tancada), petita terrassa, calefacció elèctrica, espectaculars vistes a Escaldes. No disposa d'ascensor ni de pàrquing";"Pis";"escaldes";"escaldes";"+ DE 1 MES";85;2;"Lloguer";996;900;10,5882352941176
"160";162;"Lloguer 65 m2 - 2 hab. OPORTUNITAT A LLOGUER:Pis NOU A ESTRENAR, consta de dos dormitoris dobles, bany complet amb plat de dutxa i mampara. Saló menjador amb cuina oberta. Parquet i acabats de bona qualitat. Impressionants vistes a la vall i Caldea.És una quarta planta sense ascensor. Edifici només de 3 veïns.Lluminós i situat en zona molt tranquil · la a 5 minuts del centre d'Escaldes. (Carrer del Pui)Possibilitat de llogar en el mateix edifici un box tancat.Accepten animals segons condicions.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";65;2;"Lloguer";422;1100;16,9230769230769
"161";163;"Lloguer 95 m2 - 3 hab. Preciós apartament semi nou al centre d'Escaldes, amb 94,92 m² distribuïts en: rebedor, saló, cuina, 3 dormitoris i dos banys. És possible llogar una plaça d'aparcament al mateix edifici per 85 € / mes.";"NaN";"escaldes";"escaldes";"+ DE 1 MES";95;3;"Lloguer";618;1150;12,1052631578947
